,date,death,deathIncrease,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,onVentilatorCumulative,onVentilatorCurrently,pending,posNeg,positive,positiveIncrease,states,total,totalTestResults,totalTestResultsIncrease,dateChecked,id_city,multiplication_factor
314,20200816,52354,501,62646,62646,17353,806,4377,4169,3472223,82316,362,1969,1838,0,935964,10174,28,0,9745900,230140,2020-06-02T24:00:00Z,3,0.51106876
315,20200817,122892,1178,147051,147051,40733,1893,10276,9786,8150443,193223,851,4623,4315,0,2197014,23883,67,0,22876812,540214,2020-06-02T24:00:00Z,3,1.1996453
316,20200818,105265,1009,125959,125959,34891,1621,8802,8382,6981390,165508,729,3960,3696,0,1881887,20457,57,0,19595491,462729,2020-06-02T24:00:00Z,3,1.0275749
317,20200819,81700,783,97761,97761,27080,1258,6831,6506,5418530,128457,566,3073,2868,0,1460606,15878,44,0,15208830,359142,2020-06-02T24:00:00Z,3,0.7975412
318,20200820,79207,759,94778,94778,26253,1220,6623,6307,5253153,124536,548,2979,2781,0,1416027,15393,43,0,14744644,348181,2020-06-02T24:00:00Z,3,0.7731996
319,20200821,80723,773,96591,96591,26756,1243,6749,6428,5353690,126920,559,3036,2834,0,1443128,15688,44,0,15026835,354844,2020-06-02T24:00:00Z,3,0.7879975
320,20200822,82361,789,98552,98552,27299,1268,6886,6558,5462356,129496,570,3098,2891,0,1472420,16006,45,0,15331840,362047,2020-06-02T24:00:00Z,3,0.8039918
321,20200823,135802,1301,162498,162498,45013,2091,11355,10814,9006636,213521,941,5109,4768,0,2427808,26392,74,0,25279991,596963,2020-06-02T24:00:00Z,3,1.3256664
322,20200824,118701,1137,142036,142036,39344,1828,9925,9452,7872482,186633,822,4465,4167,0,2122088,23069,64,0,22096626,521791,2020-06-02T24:00:00Z,3,1.1587328
323,20200825,92293,884,110436,110436,30591,1421,7717,7349,6121045,145112,639,3472,3240,0,1649974,17936,50,0,17180661,405705,2020-06-02T24:00:00Z,3,0.9009428
324,20200826,54355,521,65041,65041,18016,837,4545,4328,3604969,85463,376,2044,1908,0,971747,10563,29,0,10118492,238938,2020-06-02T24:00:00Z,3,0.5306072
325,20200827,141113,1352,168853,168853,46773,2173,11799,11237,9358855,221871,978,5308,4954,0,2522751,27424,77,0,26268603,620308,2020-06-02T24:00:00Z,3,1.3775085
326,20200828,109680,1051,131242,131242,36354,1689,9171,8734,7274212,172450,760,4126,3851,0,1960819,21316,59,0,20417390,482137,2020-06-02T24:00:00Z,3,1.0706748
327,20200829,101580,973,121549,121549,33669,1564,8494,8089,6736957,159713,704,3821,3566,0,1815998,19741,55,0,18909414,446528,2020-06-02T24:00:00Z,3,0.9915974
328,20200830,145744,1397,174394,174394,48308,2245,12186,11606,9665975,229152,1010,5483,5117,0,2605537,28324,79,0,27130633,640664,2020-06-02T24:00:00Z,3,1.4227129
329,20200831,94138,902,112644,112644,31203,1450,7871,7496,6243412,148013,652,3541,3305,0,1682959,18295,51,0,17524121,413815,2020-06-02T24:00:00Z,3,0.9189536
330,20200901,113567,1088,135893,135893,37643,1749,9496,9044,7531987,178561,787,4272,3987,0,2030304,22071,62,0,21140917,499223,2020-06-02T24:00:00Z,3,1.108616
331,20200902,147088,1409,176003,176003,48753,2265,12299,11713,9755160,231266,1019,5533,5164,0,2629578,28586,80,0,27380959,646575,2020-06-02T24:00:00Z,3,1.4358398
332,20200903,143664,1377,171906,171906,47618,2213,12013,11440,9528046,225882,995,5404,5044,0,2568357,27920,78,0,26743491,631522,2020-06-02T24:00:00Z,3,1.4024113
333,20200904,132360,1268,158379,158379,43871,2038,11067,10540,8778320,208108,917,4979,4647,0,2366263,25723,72,0,24639149,581830,2020-06-02T24:00:00Z,3,1.2920611
334,20200905,123183,1180,147399,147399,40830,1897,10300,9809,8169718,193680,853,4634,4325,0,2202210,23940,67,0,22930913,541492,2020-06-02T24:00:00Z,3,1.2024822
335,20200906,72332,693,86551,86551,23975,1114,6048,5760,4797197,113727,501,2721,2539,0,1293121,14057,39,0,13464859,317960,2020-06-02T24:00:00Z,3,0.7060885
336,20200907,129062,1237,154433,154433,42778,1988,10792,10278,8559615,202923,894,4855,4531,0,2307309,25082,70,0,24025281,567334,2020-06-02T24:00:00Z,3,1.2598703
337,20200908,146046,1399,174755,174755,48408,2249,12212,11630,9685997,229626,1012,5494,5128,0,2610935,28383,79,0,27186833,641991,2020-06-02T24:00:00Z,3,1.42566
338,20200909,88441,847,105827,105827,29314,1362,7395,7043,5865597,139056,612,3327,3105,0,1581116,17188,48,0,16463664,388774,2020-06-02T24:00:00Z,3,0.8633439
339,20200910,72402,694,86635,86635,23998,1115,6054,5765,4801828,113837,501,2723,2542,0,1294369,14071,39,0,13477858,318267,2020-06-02T24:00:00Z,3,0.7067702
340,20200911,66614,638,79709,79709,22079,1026,5570,5304,4417972,104737,461,2506,2339,0,1190898,12946,36,0,12400444,292824,2020-06-02T24:00:00Z,3,0.6502713
341,20200912,114625,1098,137158,137158,37993,1765,9584,9128,7602126,180224,794,4312,4024,0,2049211,22276,62,0,21337785,503871,2020-06-02T24:00:00Z,3,1.1189396
342,20200913,59070,566,70682,70682,19579,909,4939,4704,3917639,92875,409,2222,2074,0,1056029,11480,32,0,10996102,259662,2020-06-02T24:00:00Z,3,0.5766285
343,20200914,124001,1188,148378,148378,41101,1910,10368,9875,8223986,194966,859,4665,4354,0,2216838,24099,67,0,23083233,545089,2020-06-02T24:00:00Z,3,1.2104698
344,20200915,117738,1128,140883,140883,39025,1813,9845,9376,7808600,185119,816,4429,4134,0,2104868,22882,64,0,21917321,517557,2020-06-02T24:00:00Z,3,1.1493301
345,20200916,122241,1171,146271,146271,40517,1882,10221,9734,8107211,192198,847,4598,4292,0,2185361,23757,66,0,22755467,537349,2020-06-02T24:00:00Z,3,1.193282
346,20200917,139335,1335,166726,166726,46183,2146,11651,11096,9240940,219075,965,5242,4892,0,2490966,27079,76,0,25937638,612493,2020-06-02T24:00:00Z,3,1.360153
347,20200918,130661,1252,156347,156347,43309,2012,10925,10405,8665704,205438,905,4915,4587,0,2335907,25393,71,0,24323054,574366,2020-06-02T24:00:00Z,3,1.2754853
348,20200919,85496,819,102303,102303,28338,1316,7149,6808,5670265,134425,592,3216,3002,0,1528463,16615,46,0,15915404,375827,2020-06-02T24:00:00Z,3,0.8345935
349,20200920,100821,966,120640,120640,33418,1553,8430,8028,6686605,158519,698,3793,3540,0,1802425,19594,55,0,18768085,443190,2020-06-02T24:00:00Z,3,0.98418623
350,20200921,145133,1391,173664,173664,48105,2235,12135,11557,9625500,228192,1005,5460,5096,0,2594627,28206,79,0,27017028,637982,2020-06-02T24:00:00Z,3,1.4167556
351,20200922,108954,1044,130373,130373,36113,1678,9110,8676,7226034,171308,755,4099,3825,0,1947833,21174,59,0,20282163,478944,2020-06-02T24:00:00Z,3,1.0635835
352,20200923,63995,613,76576,76576,21212,985,5351,5096,4244308,100620,443,2407,2247,0,1144085,12437,34,0,11913000,281314,2020-06-02T24:00:00Z,3,0.62471
353,20200924,152252,1459,182182,182182,50465,2345,12731,12124,10097608,239384,1055,5727,5346,0,2721888,29589,83,0,28342150,669273,2020-06-02T24:00:00Z,3,1.4862441
354,20200925,81639,782,97688,97688,27060,1257,6826,6501,5414454,128360,565,3071,2866,0,1459507,15866,44,0,15197387,358872,2020-06-02T24:00:00Z,3,0.79694116
355,20200926,60644,581,72565,72565,20101,934,5070,4829,4022008,95350,420,2281,2129,0,1084163,11785,33,0,11289045,266580,2020-06-02T24:00:00Z,3,0.59199023
356,20200927,152823,1464,182866,182866,50654,2354,12778,12170,10135516,240283,1059,5749,5366,0,2732106,29700,83,0,28448551,671786,2020-06-02T24:00:00Z,3,1.4918237
357,20200928,146911,1408,175792,175792,48695,2263,12284,11699,9743426,230988,1018,5527,5158,0,2626415,28551,80,0,27348025,645798,2020-06-02T24:00:00Z,3,1.4341128
358,20200929,136566,1309,163412,163412,45266,2103,11419,10875,9057282,214721,946,5137,4795,0,2441459,26541,74,0,25422142,600320,2020-06-02T24:00:00Z,3,1.3331207
359,20200930,134947,1293,161475,161475,44729,2078,11284,10746,8949940,212176,935,5076,4738,0,2412525,26226,73,0,25120853,593205,2020-06-02T24:00:00Z,3,1.3173213
360,20200603,95263,913,113990,113990,31575,1467,7965,7586,6318009,149781,660,3583,3344,0,1703068,18514,52,0,17733504,418760,2020-06-02T24:00:00Z,4,0.9299335
361,20200604,63504,608,75987,75987,21048,978,5310,5057,4211687,99846,440,2389,2229,0,1135292,12341,34,0,11821439,279152,2020-06-02T24:00:00Z,4,0.61990863
362,20200605,64944,622,77710,77710,21526,1000,5430,5171,4307187,102110,450,2443,2280,0,1161035,12621,35,0,12089490,285482,2020-06-02T24:00:00Z,4,0.6339651
363,20200606,70723,677,84625,84625,23441,1089,5913,5632,4690461,111197,490,2660,2483,0,1264349,13744,38,0,13165271,310885,2020-06-02T24:00:00Z,4,0.6903783
364,20200607,62705,601,75032,75032,20784,965,5243,4993,4158749,98591,434,2359,2201,0,1121022,12186,34,0,11672853,275643,2020-06-02T24:00:00Z,4,0.6121169
365,20200608,103013,987,123264,123264,34144,1586,8613,8203,6832046,161967,713,3875,3617,0,1841630,20020,56,0,19176310,452830,2020-06-02T24:00:00Z,4,1.0055933
366,20200609,157735,1512,188743,188743,52283,2429,13189,12561,10461289,248006,1093,5934,5538,0,2819921,30655,86,0,29362937,693378,2020-06-02T24:00:00Z,4,1.5397735
367,20200610,96190,922,115099,115099,31883,1481,8043,7660,6379512,151239,666,3618,3377,0,1719646,18694,52,0,17906129,422836,2020-06-02T24:00:00Z,4,0.9389859
368,20200611,109624,1050,131174,131174,36335,1688,9166,8730,7270434,172360,759,4124,3849,0,1959801,21304,59,0,20406785,481887,2020-06-02T24:00:00Z,4,1.0701187
369,20200612,121753,1167,145688,145688,40356,1875,10180,9696,8074907,191432,843,4580,4275,0,2176653,23662,66,0,22664795,535208,2020-06-02T24:00:00Z,4,1.1885272
370,20200613,116921,1120,139906,139906,38754,1801,9776,9311,7754444,183835,810,4398,4105,0,2090270,22723,63,0,21765314,513967,2020-06-02T24:00:00Z,4,1.141359
371,20200614,83986,805,100496,100496,27838,1293,7022,6688,5570118,132051,582,3159,2949,0,1501468,16322,45,0,15634308,369189,2020-06-02T24:00:00Z,4,0.819853
372,20200615,65759,630,78686,78686,21796,1012,5498,5236,4361254,103392,455,2473,2308,0,1175609,12780,35,0,12241249,289065,2020-06-02T24:00:00Z,4,0.6419232
373,20200616,138142,1324,165298,165298,45788,2127,11551,11001,9161797,217199,957,5197,4850,0,2469632,26847,75,0,25715498,607247,2020-06-02T24:00:00Z,4,1.3485041
374,20200617,159361,1527,190689,190689,52821,2454,13325,12690,10569123,250563,1104,5995,5595,0,2848988,30971,87,0,29665606,700525,2020-06-02T24:00:00Z,4,1.5556452
375,20200618,88068,844,105381,105381,29191,1356,7364,7013,5840855,138469,610,3313,3092,0,1574447,17115,48,0,16394219,387134,2020-06-02T24:00:00Z,4,0.8597022
376,20200619,82641,792,98887,98887,27392,1273,6910,6581,5480932,129936,572,3109,2901,0,1477427,16061,45,0,15383980,363278,2020-06-02T24:00:00Z,4,0.806726
377,20200620,129084,1237,154460,154460,42786,1988,10793,10279,8561092,202958,894,4856,4532,0,2307708,25087,70,0,24029427,567432,2020-06-02T24:00:00Z,4,1.2600876
378,20200621,100453,962,120201,120201,33296,1547,8399,7999,6662261,157942,696,3779,3527,0,1795863,19522,54,0,18699754,441577,2020-06-02T24:00:00Z,4,0.98060304
379,20200622,64312,616,76955,76955,21316,990,5377,5121,4265300,101117,445,2419,2258,0,1149744,12498,35,0,11971923,282705,2020-06-02T24:00:00Z,4,0.6277999
380,20200623,56463,541,67562,67562,18715,869,4721,4496,3744714,88776,391,2124,1982,0,1009416,10973,30,0,10510731,248201,2020-06-02T24:00:00Z,4,0.55117595
381,20200624,120016,1150,143609,143609,39780,1848,10035,9557,7959680,188700,831,4515,4214,0,2145592,23324,65,0,22341373,527570,2020-06-02T24:00:00Z,4,1.1715672
382,20200625,138057,1323,165197,165197,45760,2126,11544,10994,9156207,217066,956,5193,4847,0,2468126,26830,75,0,25699808,606877,2020-06-02T24:00:00Z,4,1.3476813
383,20200626,106148,1017,127015,127015,35183,1635,8876,8453,7039919,166895,735,3993,3727,0,1897664,20629,58,0,19759772,466608,2020-06-02T24:00:00Z,4,1.0361897
384,20200627,154479,1480,184847,184847,51203,2379,12917,12302,10245303,242886,1070,5811,5424,0,2761700,30022,84,0,28756702,679062,2020-06-02T24:00:00Z,4,1.5079829
385,20200628,154402,1480,184754,184754,51178,2378,12910,12295,10240190,242765,1070,5808,5421,0,2760321,30007,84,0,28742350,678723,2020-06-02T24:00:00Z,4,1.5072303
386,20200629,69045,661,82618,82618,22885,1063,5773,5498,4579192,108559,478,2597,2424,0,1234356,13418,37,0,12852960,303510,2020-06-02T24:00:00Z,4,0.6740009
387,20200630,70587,676,84463,84463,23396,1087,5902,5621,4681476,110984,489,2655,2478,0,1261927,13718,38,0,13140052,310290,2020-06-02T24:00:00Z,4,0.68905586
388,20200701,136847,1311,163749,163749,45359,2107,11443,10897,9075931,215163,948,5148,4805,0,2446487,26595,74,0,25474489,601556,2020-06-02T24:00:00Z,4,1.3358657
389,20200702,120836,1158,144590,144590,40052,1861,10104,9622,8014043,189989,837,4546,4242,0,2160246,23484,66,0,22493961,531173,2020-06-02T24:00:00Z,4,1.1795688
390,20200703,112252,1076,134319,134319,37207,1729,9386,8939,7444779,176494,778,4223,3941,0,2006797,21815,61,0,20896140,493442,2020-06-02T24:00:00Z,4,1.09578
391,20200704,146985,1409,175879,175879,48719,2264,12290,11705,9748282,231103,1018,5529,5161,0,2627724,28565,80,0,27361654,646120,2020-06-02T24:00:00Z,4,1.4348274
392,20200705,82839,794,99124,99124,27458,1276,6926,6597,5494075,130248,574,3116,2908,0,1480970,16099,45,0,15420869,364149,2020-06-02T24:00:00Z,4,0.8086604
393,20200706,123066,1179,147258,147258,40791,1895,10290,9800,8161928,193495,852,4629,4321,0,2200110,23917,67,0,22909048,540975,2020-06-02T24:00:00Z,4,1.2013357
394,20200707,112930,1082,135130,135130,37431,1739,9443,8993,7489744,177560,782,4248,3965,0,2018918,21947,61,0,21022349,496423,2020-06-02T24:00:00Z,4,1.1023984
395,20200708,113156,1084,135401,135401,37506,1743,9462,9011,7504736,177915,784,4257,3973,0,2022959,21991,61,0,21064428,497416,2020-06-02T24:00:00Z,4,1.104605
396,20200709,94008,901,112488,112488,31159,1448,7860,7486,6234783,147808,651,3536,3300,0,1680633,18270,51,0,17499902,413243,2020-06-02T24:00:00Z,4,0.91768354
397,20200710,88136,844,105462,105462,29213,1357,7369,7018,5845340,138575,610,3315,3094,0,1575656,17128,48,0,16406807,387431,2020-06-02T24:00:00Z,4,0.8603624
398,20200711,101752,975,121755,121755,33726,1567,8508,8103,6748410,159985,705,3828,3572,0,1819085,19775,55,0,18941561,447287,2020-06-02T24:00:00Z,4,0.9932832
399,20200712,127817,1225,152944,152944,42366,1968,10687,10178,8477082,200966,885,4808,4488,0,2285062,24840,69,0,23793627,561864,2020-06-02T24:00:00Z,4,1.2477224
400,20200713,142590,1366,170620,170620,47262,2196,11923,11355,9456793,224192,988,5364,5006,0,2549151,27711,77,0,26543497,626800,2020-06-02T24:00:00Z,4,1.3919238
401,20200714,97136,931,116231,116231,32196,1496,8122,7735,6442254,152727,673,3654,3410,0,1736559,18878,53,0,18082235,426995,2020-06-02T24:00:00Z,4,0.94822073
402,20200715,142119,1362,170057,170057,47106,2189,11883,11317,9425571,223452,985,5346,4990,0,2540735,27620,77,0,26455865,624730,2020-06-02T24:00:00Z,4,1.3873285
403,20200716,66196,634,79209,79209,21941,1019,5535,5271,4390252,104080,458,2490,2324,0,1183426,12865,36,0,12322638,290987,2020-06-02T24:00:00Z,4,0.64619124
404,20200717,97208,931,116317,116317,32220,1497,8128,7741,6447002,152839,673,3657,3413,0,1737838,18892,53,0,18095562,427309,2020-06-02T24:00:00Z,4,0.9489196
405,20200718,155126,1487,185621,185621,51418,2389,12971,12353,10288243,243904,1075,5836,5446,0,2773275,30148,84,0,28877227,681908,2020-06-02T24:00:00Z,4,1.5143031
406,20200719,163827,1570,196033,196033,54302,2523,13699,13046,10865312,257584,1135,6163,5752,0,2928828,31839,89,0,30496954,720157,2020-06-02T24:00:00Z,4,1.5992405
407,20200720,90329,865,108086,108086,29940,1391,7553,7193,5990784,142024,626,3398,3171,0,1614861,17555,49,0,16815041,397071,2020-06-02T24:00:00Z,4,0.8817699
408,20200721,135710,1300,162388,162388,44982,2090,11347,10807,9000517,213376,940,5105,4765,0,2426158,26374,74,0,25262813,596557,2020-06-02T24:00:00Z,4,1.3247656
409,20200722,124292,1191,148726,148726,41197,1914,10393,9898,8243271,195423,861,4676,4364,0,2222037,24155,67,0,23137361,546367,2020-06-02T24:00:00Z,4,1.2133083
410,20200723,117356,1124,140426,140426,38898,1807,9813,9345,7783258,184518,813,4415,4120,0,2098036,22807,64,0,21846188,515877,2020-06-02T24:00:00Z,4,1.1456
411,20200724,120649,1156,144367,144367,39990,1858,10088,9608,8001675,189696,836,4539,4236,0,2156913,23447,65,0,22459246,530354,2020-06-02T24:00:00Z,4,1.1777483
412,20200725,72231,692,86431,86431,23941,1112,6039,5752,4790525,113569,500,2717,2536,0,1291322,14037,39,0,13446133,317517,2020-06-02T24:00:00Z,4,0.70510656
413,20200726,126125,1209,150920,150920,41805,1942,10546,10044,8364870,198306,874,4745,4428,0,2254815,24512,68,0,23478669,554426,2020-06-02T24:00:00Z,4,1.2312062
414,20200727,136219,1305,162997,162997,45151,2098,11390,10847,9034264,214176,944,5124,4783,0,2435255,26473,74,0,25357535,598794,2020-06-02T24:00:00Z,4,1.3297328
415,20200728,88915,852,106394,106394,29471,1369,7435,7080,5897006,139800,616,3345,3122,0,1589583,17280,48,0,16551823,390855,2020-06-02T24:00:00Z,4,0.86796695
416,20200729,96618,926,115611,115611,32024,1488,8079,7694,6407862,151911,669,3634,3392,0,1727288,18777,52,0,17985703,424715,2020-06-02T24:00:00Z,4,0.9431587
417,20200730,60998,584,72989,72989,20218,939,5100,4857,4045484,95906,422,2294,2141,0,1090491,11854,33,0,11354938,268136,2020-06-02T24:00:00Z,4,0.59544563
418,20200731,99768,956,119380,119380,33069,1536,8342,7945,6616773,156864,691,3753,3503,0,1783602,19389,54,0,18572079,438562,2020-06-02T24:00:00Z,4,0.9739078
419,20200801,62906,603,75272,75272,20850,969,5260,5009,4172034,98906,435,2366,2208,0,1124603,12225,34,0,11710140,276524,2020-06-02T24:00:00Z,4,0.6140722
420,20200802,156779,1502,187598,187598,51965,2415,13109,12485,10397828,246502,1086,5898,5504,0,2802814,30469,85,0,29184812,689172,2020-06-02T24:00:00Z,4,1.5304327
421,20200803,115485,1107,138188,138188,38278,1778,9656,9196,7659188,181577,800,4344,4055,0,2064592,22444,63,0,21497947,507654,2020-06-02T24:00:00Z,4,1.1273384
422,20200804,76646,734,91713,91713,25405,1180,6409,6103,5083282,120509,531,2883,2691,0,1370237,14895,41,0,14267849,336921,2020-06-02T24:00:00Z,4,0.7481968
423,20200805,73252,702,87652,87652,24280,1128,6125,5833,4858207,115173,507,2755,2572,0,1309567,14236,40,0,13636105,322003,2020-06-02T24:00:00Z,4,0.7150685
424,20200806,127781,1224,152900,152900,42354,1968,10684,10176,8474661,200909,885,4807,4486,0,2284410,24833,69,0,23786832,561703,2020-06-02T24:00:00Z,4,1.2473661
425,20200807,156584,1501,187365,187365,51901,2412,13093,12469,10384909,246195,1085,5890,5498,0,2799332,30431,85,0,29148550,688315,2020-06-02T24:00:00Z,4,1.5285311
426,20200808,86330,827,103301,103301,28614,1329,7218,6875,5725564,135736,598,3247,3031,0,1543369,16777,47,0,16070618,379492,2020-06-02T24:00:00Z,4,0.84273285
427,20200809,100955,967,120801,120801,33462,1555,8441,8039,6695552,158732,699,3798,3544,0,1804837,19620,55,0,18793197,443783,2020-06-02T24:00:00Z,4,0.9855031
428,20200810,59931,574,71712,71712,19864,923,5011,4772,3974748,94229,415,2254,2104,0,1071424,11647,32,0,11156396,263447,2020-06-02T24:00:00Z,4,0.5850342
429,20200811,132111,1266,158082,158082,43789,2035,11047,10520,8761842,207717,915,4970,4638,0,2361822,25675,72,0,24592898,580738,2020-06-02T24:00:00Z,4,1.2896357
430,20200812,142510,1366,170525,170525,47236,2195,11916,11348,9451525,224068,987,5361,5003,0,2547731,27696,77,0,26528711,626450,2020-06-02T24:00:00Z,4,1.3911484
431,20200813,111426,1068,133331,133331,36933,1716,9317,8873,7389996,175195,772,4192,3912,0,1992030,21655,60,0,20742376,489811,2020-06-02T24:00:00Z,4,1.0877168
432,20200814,51708,495,61873,61873,17139,796,4323,4117,3429378,81300,358,1945,1815,0,924415,10049,28,0,9625641,227300,2020-06-02T24:00:00Z,4,0.5047624
433,20200815,56956,545,68153,68153,18878,877,4762,4535,3777450,89552,394,2142,1999,0,1018240,11069,31,0,10602616,250370,2020-06-02T24:00:00Z,4,0.55599433
434,20200816,132088,1266,158054,158054,43781,2034,11045,10519,8760324,207681,915,4969,4638,0,2361412,25670,72,0,24588636,580637,2020-06-02T24:00:00Z,4,1.2894123
435,20200817,135589,1299,162244,162244,44942,2088,11337,10797,8992522,213186,939,5101,4760,0,2424003,26351,74,0,25240375,596027,2020-06-02T24:00:00Z,4,1.323589
436,20200818,99881,957,119516,119516,33106,1538,8351,7954,6624283,157042,692,3757,3507,0,1785626,19411,54,0,18593158,439060,2020-06-02T24:00:00Z,4,0.9750132
437,20200819,61731,591,73867,73867,20461,950,5161,4916,4094155,97060,427,2322,2167,0,1103610,11997,33,0,11491548,271362,2020-06-02T24:00:00Z,4,0.60260934
438,20200820,58054,556,69466,69466,19242,894,4854,4623,3850256,91278,402,2184,2038,0,1037866,11282,31,0,10806970,255196,2020-06-02T24:00:00Z,4,0.56671053
439,20200821,153169,1468,183279,183279,50769,2359,12807,12197,10158422,240826,1061,5762,5378,0,2738280,29767,83,0,28512843,673304,2020-06-02T24:00:00Z,4,1.495195
440,20200822,140240,1344,167809,167809,46484,2160,11726,11168,9300980,220499,971,5276,4924,0,2507150,27255,76,0,26106158,616472,2020-06-02T24:00:00Z,4,1.3689901
441,20200823,95299,913,114033,114033,31587,1467,7968,7589,6320396,149838,660,3585,3346,0,1703711,18521,52,0,17740204,418918,2020-06-02T24:00:00Z,4,0.9302848
442,20200824,65993,632,78966,78966,21874,1016,5518,5255,4376784,103760,457,2482,2317,0,1179795,12825,36,0,12284837,290094,2020-06-02T24:00:00Z,4,0.6442089
443,20200825,82474,790,98687,98687,27336,1270,6896,6567,5469839,129673,571,3102,2895,0,1474437,16028,45,0,15352842,362543,2020-06-02T24:00:00Z,4,0.80509317
444,20200826,160655,1540,192237,192237,53250,2474,13433,12793,10654917,252597,1113,6044,5641,0,2872114,31222,87,0,29906414,706212,2020-06-02T24:00:00Z,4,1.5682731
445,20200827,153469,1471,183639,183639,50868,2364,12832,12221,10178359,241299,1063,5773,5388,0,2743654,29826,83,0,28568801,674625,2020-06-02T24:00:00Z,4,1.4981295
446,20200828,151358,1450,181112,181112,50169,2331,12656,12053,10038323,237979,1049,5694,5314,0,2705907,29415,82,0,28175745,665344,2020-06-02T24:00:00Z,4,1.4775178
447,20200829,64563,618,77255,77255,21400,994,5398,5141,4281974,101513,447,2428,2267,0,1154239,12547,35,0,12018723,283810,2020-06-02T24:00:00Z,4,0.6302541
448,20200830,109729,1051,131300,131300,36370,1690,9175,8738,7277446,172527,760,4128,3852,0,1961691,21325,59,0,20426467,482352,2020-06-02T24:00:00Z,4,1.0711508
449,20200831,128419,1231,153664,153664,42565,1978,10738,10226,8517001,201913,890,4831,4509,0,2295823,24957,70,0,23905673,564510,2020-06-02T24:00:00Z,4,1.2535981
450,20200901,137999,1322,165127,165127,45741,2125,11539,10989,9152345,216975,956,5191,4845,0,2467084,26819,75,0,25688967,606621,2020-06-02T24:00:00Z,4,1.3471129
451,20200902,144140,1381,172475,172475,47776,2220,12052,11478,9559599,226630,999,5422,5061,0,2576863,28013,78,0,26832057,633614,2020-06-02T24:00:00Z,4,1.4070557
452,20200903,129744,1243,155249,155249,43004,1998,10849,10332,8604838,203995,899,4881,4555,0,2319500,25215,70,0,24152217,570332,2020-06-02T24:00:00Z,4,1.2665266
453,20200904,102698,984,122886,122886,34040,1581,8587,8178,6811114,161471,711,3863,3606,0,1835988,19959,56,0,19117558,451443,2020-06-02T24:00:00Z,4,1.0025125
454,20200905,145605,1395,174228,174228,48262,2242,12175,11595,9656774,228933,1009,5477,5112,0,2603057,28297,79,0,27104809,640054,2020-06-02T24:00:00Z,4,1.4213587
455,20200906,152909,1465,182969,182969,50683,2355,12786,12177,10141214,240418,1059,5752,5369,0,2733642,29717,83,0,28464544,672163,2020-06-02T24:00:00Z,4,1.4926623
456,20200907,142053,1361,169979,169979,47085,2188,11878,11312,9421230,223349,984,5344,4987,0,2539564,27607,77,0,26443678,624442,2020-06-02T24:00:00Z,4,1.3866894
457,20200908,67948,651,81305,81305,22522,1046,5681,5411,4506443,106834,470,2556,2385,0,1214746,13205,37,0,12648765,298688,2020-06-02T24:00:00Z,4,0.66329306
458,20200909,102413,981,122545,122545,33945,1577,8563,8155,6792199,161023,709,3852,3596,0,1830889,19903,55,0,19064468,450189,2020-06-02T24:00:00Z,4,0.9997284
459,20200910,120341,1153,143998,143998,39888,1853,10062,9583,7981236,189211,834,4527,4225,0,2151403,23387,65,0,22401878,528999,2020-06-02T24:00:00Z,4,1.17474
460,20200911,163240,1564,195331,195331,54107,2514,13650,12999,10826394,256662,1131,6141,5731,0,2918337,31725,89,0,30387719,717577,2020-06-02T24:00:00Z,4,1.5935123
461,20200912,62661,600,74979,74979,20769,965,5239,4990,4155804,98522,434,2357,2200,0,1120229,12178,34,0,11664587,275448,2020-06-02T24:00:00Z,4,0.6116834
462,20200913,68902,660,82446,82446,22838,1061,5761,5487,4569691,108334,477,2592,2419,0,1231795,13390,37,0,12826292,302880,2020-06-02T24:00:00Z,4,0.6726025
463,20200914,131885,1264,157811,157811,43714,2031,11028,10502,8746850,207362,914,4961,4630,0,2357780,25631,72,0,24550818,579744,2020-06-02T24:00:00Z,4,1.2874291
464,20200915,69827,669,83553,83553,23144,1075,5838,5560,4631045,109788,483,2627,2451,0,1248333,13570,38,0,12998501,306947,2020-06-02T24:00:00Z,4,0.68163306
465,20200916,158640,1520,189825,189825,52582,2443,13265,12633,10521261,249428,1099,5968,5570,0,2836086,30831,86,0,29531265,697353,2020-06-02T24:00:00Z,4,1.5486004
466,20200917,59883,574,71655,71655,19848,922,5007,4768,3971540,94153,415,2252,2102,0,1070559,11638,32,0,11147392,263235,2020-06-02T24:00:00Z,4,0.58456206
467,20200918,81999,786,98119,98119,27179,1263,6856,6530,5438344,128927,568,3084,2879,0,1465947,15936,44,0,15264443,360455,2020-06-02T24:00:00Z,4,0.80045754
468,20200919,95719,917,114536,114536,31727,1474,8003,7622,6348271,150499,663,3601,3360,0,1711225,18602,52,0,17818441,420765,2020-06-02T24:00:00Z,4,0.93438756
469,20200920,139350,1335,166743,166743,46188,2146,11652,11097,9241924,219099,965,5242,4892,0,2491231,27082,76,0,25940399,612558,2020-06-02T24:00:00Z,4,1.3602978
470,20200921,100656,964,120444,120444,33363,1550,8416,8015,6675724,158261,697,3786,3534,0,1799492,19562,55,0,18737544,442469,2020-06-02T24:00:00Z,4,0.9825847
471,20200922,109956,1054,131571,131571,36446,1693,9194,8756,7292473,172883,762,4136,3860,0,1965742,21369,60,0,20468645,483348,2020-06-02T24:00:00Z,4,1.0733625
